character played,opponent char,ipm,win,length,openingPerKill,damagePerOpening,neutralWinRatio,openingConversionRate,ddCount,wdCount,lgCount,numGrabs
Falco,1,362,0,8363,9,13.3,0.6,0.5,18,12,6,3
Fox,0,524,0,12316,6.3,18.8,0.5,0.6,121,25,9,5
Falco,0,457,0,8862,9,18.1,0.6,0.5,34,10,2,5
Marth,1,584,1,4763,2.5,36.2,0.9,0.8,30,15,3,14
Fox,0,456,1,11782,5,25,0.5,0.8,70,23,3,11
Jigglypuff,0,391,0,9129,5.3,19.6,0.6,0.3,2,17,4,8
Falco,0,465,1,7930,5,25,0.7,0.6,31,15,3,4
Fox,1,115,0,3499,0,17,0,0,0,0,0,0
Jigglypuff,0,305,0,7544,2.7,26.2,0.3,0.8,13,10,10,8
Falco,1,389,0,7941,13,10.9,0.4,0.2,2,3,2,2
Falco,0,362,0,8535,4.3,20.4,0.4,0.6,7,15,7,1
Fox,2,374,0,3010,0,24.3,0.8,0.8,1,3,3,4
Falco,1,407,0,1943,4,11.8,0.5,0.3,5,6,1,0
Marth,2,389,0,7418,6.5,16.9,0.3,0.5,17,20,1,7
Falco,2,453,0,7968,4.3,14.8,0.4,0.5,17,15,2,2
Fox,0,581,0,10574,7.7,16.4,0.3,0.4,97,53,5,16
Fox,0,387,0,11114,7.3,15.8,0.5,0.5,21,22,7,11
Marth,0,106,0,3066,0,7,0,0,0,0,0,0
Falco,0,529,1,12904,6,20.6,0.6,0.7,32,21,16,20
Falco,0,513,0,9608,7.3,22.1,0.7,0.7,33,13,8,5
Fox,0,588,1,7521,5,19,0.6,0.6,74,21,5,6
Fox,2,472,0,12152,9,17.3,0.5,0.4,22,38,3,13
Falco,1,509,0,7400,0,10.6,0.4,0.4,23,6,2,2
Marth,3,397,1,11320,4.3,32.2,0.6,0.7,57,30,4,3
Fox,0,319,0,11959,7.3,20.6,0.5,0.6,50,5,8,6
Falco,1,556,0,10661,7,16.2,0.4,0.3,31,12,8,2
Fox,0,378,0,11667,7.3,16.3,0.5,0.5,73,18,8,9
Marth,2,316,0,10388,6.3,11.9,0.3,0.2,31,10,22,11
Marth,2,359,1,13285,6.3,19,0.3,0.4,61,23,14,20
Fox,1,480,0,8380,3.5,30.1,0.3,0.4,24,20,7,6
Fox,2,508,0,7514,0,13.9,0.2,0.6,6,0,1,0
Falco,2,552,0,10930,18,15.5,0.4,0.4,8,7,5,1
Fox,2,531,1,10559,6,17.1,0.8,0.5,4,18,7,4
Falco,1,433,0,6835,11,19.6,0.5,0.5,7,15,1,0
Falco,0,424,0,15058,11.3,15,0.7,0.4,33,24,13,7
Fox,2,484,0,7561,3.3,31.3,0.4,0.9,49,15,8,8
Falco,2,480,1,7657,4.5,24.4,0.6,0.4,33,17,6,3
Fox,2,434,0,7004,12,17.5,0.6,0.5,29,8,5,7
Marth,2,512,1,3717,2.3,25.3,0.7,0.7,37,17,5,1
Fox,2,413,0,12748,7.7,16.9,0.4,0.5,20,13,9,7
Marth,0,121,0,2185,0,8,0,0,0,0,2,0
Jigglypuff,1,430,0,17459,9.3,16.4,0.5,0.3,18,37,13,15
Fox,0,492,1,7354,3.3,17.5,0.3,0.4,18,20,5,4
Fox,2,478,0,9670,7.5,22.2,0.3,0.6,51,17,2,8
Fox,2,418,0,9724,5.7,17.4,0.4,0.6,38,26,6,8
Fox,1,452,0,10419,8.5,17,0.5,0.3,74,17,12,8
Fox,1,425,0,7390,9,18.2,0.3,0.4,81,14,10,2
Fox,2,352,1,11639,5.5,19.8,0.4,0.6,46,27,12,8
Falco,2,478,0,9760,10.5,14.1,0.5,0.5,24,11,2,3
Marth,0,332,1,8032,4.5,16,0.5,0.4,28,9,8,12
Falco,2,510,0,5958,9,13,0.3,0.1,14,8,1,1
Fox,0,442,1,9927,4,17.1,0.5,0.6,25,29,10,11
Falco,0,384,1,5685,3.3,18.3,0.5,0.7,21,7,4,8
Marth,0,368,0,10419,7.7,14.6,0.6,0.3,43,22,4,7
Fox,2,600,0,8921,6,16.5,0.5,0.5,57,15,4,3
Falco,1,484,0,8055,5.5,23.4,0.4,0.6,26,10,7,1
Fox,0,546,0,9781,9.5,17.2,0.6,0.5,14,8,6,15
Marth,0,351,0,11411,9,23.6,0.5,0.5,18,36,14,14
Fox,0,436,0,7057,5,18.5,0.6,0.7,39,14,7,1
Falco,0,511,1,8001,3.8,19.9,0.5,0.7,51,7,3,2
Fox,2,355,1,8192,4.8,14.9,0.5,0.5,23,19,4,7
Falco,1,560,1,7984,4.5,23.4,0.8,0.9,27,25,5,0
Fox,2,422,1,10098,5.3,15.4,0.5,0.6,14,14,5,3
Marth,0,383,1,8830,4.3,29.8,0.4,0.7,31,5,11,13
Falco,2,391,0,10601,6,25.6,0.5,0.7,19,10,12,9
Falco,1,348,0,7413,3.7,18.9,0.4,0.4,7,11,9,2
Marth,2,477,0,9159,6.5,14.2,0.2,0.3,21,27,5,2
Falco,0,746,0,3733,2,53.6,0.7,0.8,6,12,9,0
Fox,0,327,0,20851,0,2,0.6,0.6,53,88,16,12
Fox,1,404,1,6598,2.5,17.8,0.4,0.3,27,16,8,4
Fox,0,557,1,5551,3,24.9,0.7,0.6,94,20,7,8
Fox,0,462,0,12129,8,17.8,0.5,0.5,88,25,4,14
Falco,0,547,0,9283,5.7,17.7,0.4,0.4,14,27,7,0
Falco,0,309,0,8721,6.7,17,0.5,0.5,6,9,2,12
Fox,2,450,0,8222,6,24.1,0.8,0.7,45,17,3,11
Marth,0,379,0,5737,15,11.8,0.4,0.3,10,6,10,4
Fox,0,474,0,1851,0,16.3,0.7,0.4,11,5,0,2
Fox,3,486,0,6963,4.5,22.8,0.3,0.6,52,11,2,7
Marth,0,455,1,8253,4,27.5,0.4,0.6,23,24,5,15
Marth,0,330,1,9803,5.5,16.2,0.6,0.6,18,15,5,15
Jigglypuff,2,749,1,6986,4,23.5,0.6,0.6,13,26,0,5
Marth,1,401,1,8419,4.5,25.4,0.5,0.7,69,11,5,4
Fox,0,551,0,10974,10,14.7,0.4,0.5,17,19,13,10
Falco,1,471,1,9951,6.3,18.6,0.7,0.6,45,15,5,4
Fox,1,501,1,10919,6.3,14.6,0.6,0.4,40,38,5,14
Falco,2,356,0,7354,5.5,15.3,0.3,0.3,9,11,4,0
Fox,2,442,1,6626,3.3,32.2,0.6,0.8,50,8,4,11
Fox,1,610,0,6924,2.7,27.5,0.5,0.8,47,9,3,5
Fox,1,544,1,6994,3.8,19.6,0.7,0.5,49,14,4,6
Jigglypuff,1,377,1,11573,6.3,13.9,0.5,0.2,1,16,9,8
Fox,1,479,0,8102,6,18.4,0.6,0.5,62,18,6,8
Fox,0,499,1,4053,2.5,22.2,0.8,0.6,9,18,1,6
Jigglypuff,2,426,1,7661,4.3,20.5,0.4,0.4,4,16,3,2
Marth,1,539,1,12184,5.5,22.4,0.5,0.7,31,39,3,20
Fox,1,657,1,6782,3.5,23.2,0.7,0.7,39,29,14,9
Fox,0,507,0,8450,8.5,15,0.5,0.2,71,16,6,8
Marth,0,423,0,14135,8.3,20.1,0.5,0.5,92,34,10,17
Fox,3,594,1,12832,5,23.6,0.6,0.6,128,35,9,14
Marth,0,574,1,5084,2.8,39.4,1,0.7,31,16,1,11
Falco,1,549,1,6455,4.5,24.5,0.9,0.7,31,15,3,0
Falco,2,656,1,5028,3,30.2,0.8,0.9,30,20,3,1
Fox,0,462,1,7616,3.8,17.1,0.6,0.5,32,17,4,14
Fox,0,463,1,5806,3,18.8,0.5,0.8,38,15,6,10
Falco,2,445,1,11117,6,20,0.5,0.4,27,10,4,0
Fox,1,626,1,6479,3.8,22,0.7,0.7,37,25,7,4
Jigglypuff,2,552,0,8851,7,12.5,0.4,0.2,2,18,2,3
Fox,2,125,0,5508,0,9.5,0,0,0,0,1,0
Falco,0,453,0,10355,6.7,23.5,0.6,0.8,28,13,4,5
Fox,0,457,1,5286,2.5,28.3,0.9,0.7,10,15,6,12
Fox,2,496,1,7387,3,43.7,0.7,0.8,21,23,7,7
Fox,0,351,0,7214,4.7,19.1,0.5,0.6,36,17,4,8
Fox,0,456,0,12148,11.5,13.8,0.4,0.4,52,31,13,11
Fox,0,384,0,4925,9,16.9,0.7,0.8,27,9,0,1
Marth,0,605,0,9457,11,19.8,0.4,0.5,28,42,15,14
Falco,0,498,1,8555,3,31.6,0.3,0.8,15,16,10,0
Marth,0,322,0,12813,8.3,15.5,0.4,0.5,9,15,18,13
Marth,2,336,0,9355,9.5,16.8,0.6,0.5,59,23,6,7
Fox,0,440,0,11226,9,17.8,0.3,0.5,41,31,3,17
Fox,2,421,0,14890,8,17.9,0.4,0.3,20,53,6,10
Falco,2,356,0,9364,13,16.4,0.4,0.7,13,9,5,5
Fox,1,586,0,9268,9,16.6,0.5,0.6,27,27,2,4
Falco,1,105,0,8970,0,7.4,0.3,0.3,0,0,2,0
Fox,0,477,1,11883,4.8,28.4,0.6,0.7,39,21,18,13
Jigglypuff,1,372,0,11029,7.7,15.2,0.6,0.3,1,15,18,10
Falco,0,582,1,8640,5,21.6,0.4,0.5,23,36,2,2
Fox,0,667,1,8151,3.3,38.9,0.7,0.7,38,43,8,16
Falco,1,532,0,8406,18,15.2,0.7,0.6,30,11,2,3
Fox,0,594,0,9754,6,20.3,0.3,0.4,80,14,4,2
Fox,0,618,1,6391,2.8,30.9,0.7,0.7,60,10,11,9
Falco,0,462,0,10919,7,17.4,0.4,0.5,16,8,7,3
Marth,0,504,1,6392,3,35.1,0.5,0.8,10,12,4,11
Marth,1,404,1,8195,4.8,20.2,0.6,0.5,30,20,6,12
Fox,0,442,1,10304,6,19.9,0.5,0.4,31,13,8,5
Falco,0,620,1,4575,2,50.3,1,0.9,5,23,10,1
Fox,1,495,0,7293,4,27.5,0.3,0.6,40,16,3,5
Marth,1,311,0,7406,6.5,14.2,0.6,0.5,8,22,11,5
Falco,2,411,0,9424,7,21.2,0.5,0.6,14,21,3,3
Falco,1,549,0,9233,7,18.5,0.7,0.5,8,17,8,1
Jigglypuff,3,463,1,9439,5,19.1,0.5,0.4,1,7,3,1
Fox,3,591,1,7620,4.3,20.1,0.8,0.6,88,22,4,4
Fox,0,432,1,10522,5,17,0.4,0.6,28,18,5,14
Marth,1,593,0,21413,23,8.2,0.7,0.1,278,65,42,0
Fox,2,624,1,3959,1.8,33.1,0.6,0.7,41,19,0,6
Falco,1,456,1,18168,10.5,13.3,0.5,0.4,44,17,18,13
Marth,0,441,1,6848,3,29.6,0.5,0.6,19,20,10,15
Marth,0,597,1,4632,2.3,41,1,0.8,17,20,2,12
Falco,0,79,1,5404,2,9.6,0.5,0.1,0,0,1,0
Falco,1,478,0,9179,6,15.3,0.5,0.4,5,11,3,2
Fox,1,430,0,6009,13,11.5,0.5,0.2,17,11,4,0
Falco,3,476,1,12257,6.8,21.1,0.7,0.7,37,16,4,3
Fox,1,444,0,7091,6.5,16.8,0.5,0.6,54,12,4,9
Fox,2,421,0,8624,3.7,13.8,0.2,0.5,11,15,6,8
Fox,2,368,0,6285,0,14.5,0,0.8,2,5,2,3
Falco,2,488,1,13330,5.8,20.5,0.4,0.5,18,17,14,4
Falco,2,490,1,10756,4.8,16.6,0.4,0.5,12,16,9,1
Fox,3,487,1,17084,5,20.6,0.4,0.4,180,37,9,10
Marth,0,387,1,4533,2.3,31.5,0.3,0.4,17,11,6,5
Fox,0,478,0,8924,7.5,13.9,0.5,0.4,77,20,7,11
Marth,1,548,1,7383,3.3,23.5,0.6,0.5,63,14,14,9
Falco,1,551,1,5253,2.8,43.8,1,0.9,11,9,1,0
Falco,1,432,1,12316,5.5,22.6,0.7,0.7,48,18,3,4
Marth,2,463,1,12249,7,15.4,0.4,0.4,46,48,12,12
Marth,1,524,0,10808,7.5,23.1,0.4,0.3,38,0,0,5
Marth,2,380,0,14987,8,14.5,0.2,0.3,19,28,20,15
Marth,1,513,1,6276,2.8,27.5,0.6,0.6,30,16,6,8
Marth,0,328,0,6341,5.5,12.9,0.4,0.5,31,17,3,8
Falco,1,482,0,7760,14,15.3,0.6,0.4,8,8,6,4
Falco,0,486,1,10351,5.3,22.2,0.6,0.5,55,20,6,3
Fox,0,475,0,10980,7.7,16.7,0.5,0.4,62,46,15,10
Falco,2,117,0,5171,2,10.3,0.1,0,0,0,2,0
Fox,3,570,1,11759,6,14.1,0.6,0.3,114,38,4,0
Falco,0,448,0,7091,7.5,22.7,0.7,0.6,14,15,2,1
Marth,0,516,1,10761,5.3,21.8,0.5,0.6,18,23,11,14
Falco,1,302,0,12264,9,16.5,0.4,0.4,15,8,7,8
Marth,1,352,1,6754,3.3,28.6,0.6,0.6,19,19,4,6
Marth,0,402,1,11063,4.8,30.6,0.5,0.7,65,7,12,17
Marth,2,426,0,7973,4.3,18.1,0.4,0.2,3,6,8,0
Falco,0,527,1,9184,3.8,30.6,0.6,0.7,24,17,5,5
Fox,2,445,0,8792,15,13.8,0.3,0.3,24,13,2,3
Jigglypuff,0,526,0,8570,8.5,15.5,0.4,0.3,14,24,4,5
Fox,1,511,0,7542,12,16,0.4,0.7,29,20,3,6
Jigglypuff,0,244,0,8664,4.7,17.8,0.3,0.4,0,0,6,6
Falco,0,491,0,8378,8,12.4,0.7,0.3,44,9,6,5
Marth,2,510,1,9169,4.8,17.2,0.4,0.3,53,17,5,5
Falco,1,448,0,13617,6.3,14.1,0.4,0.5,70,12,11,12
Falco,2,494,1,10607,5.5,21.4,0.7,0.5,24,18,4,1
Fox,0,473,1,10449,5,24.4,0.6,0.7,50,19,11,14
Fox,0,491,0,8391,13,11,0.4,0.5,76,11,8,2
Falco,2,505,1,10600,6.3,18.1,0.5,0.5,21,14,6,3
Fox,2,548,1,10617,5.8,18.6,0.4,0.4,16,17,5,9
Fox,2,469,1,8316,4,28.3,0.8,0.7,20,17,6,4
Fox,2,587,1,6904,4.5,19,0.7,0.5,62,21,5,2
Falco,1,536,1,7781,4.3,26.9,0.7,0.7,21,16,7,2
Falco,0,439,0,6993,5.5,14.6,0.4,0.4,0,8,3,4
Falco,2,536,0,9023,9,12.2,0.7,0.4,15,4,1,2
Fox,1,418,1,4720,2.3,17,0.6,0.6,2,7,9,2
Marth,0,468,1,11468,5.3,20.7,0.5,0.5,19,40,7,16
Falco,1,464,1,9194,3,29.9,0.6,0.7,8,9,8,3
Fox,0,393,1,9556,4.5,16.9,0.4,0.5,30,16,12,7
Marth,0,443,1,8538,4.3,23,0.4,0.5,20,15,5,15
Falco,2,397,0,10949,5.7,24.9,0.4,0.6,23,16,6,2
Marth,2,574,0,13264,11,21.7,0.3,0.5,51,34,7,16
Fox,0,528,1,6442,2.8,44.6,0.8,0.8,63,22,2,16
Falco,1,502,1,9898,5.5,20.4,0.5,0.7,41,10,3,1
Fox,0,616,0,5578,3.7,22.4,0.6,0.7,55,12,7,11
Marth,0,514,1,8532,5,22.2,0.7,0.5,50,29,2,9
Fox,0,585,1,8533,3.8,23.9,0.5,0.6,88,21,9,6
Falco,0,557,1,9058,5.5,21,0.5,0.6,26,10,9,1
Marth,2,333,1,8037,4.5,22.6,0.6,0.4,21,18,6,12
Falco,2,489,0,9915,6,15.7,0.4,0.6,20,15,13,1
Fox,1,472,1,8637,4.3,28.1,0.6,0.8,37,29,0,4
Falco,0,392,1,8725,6.3,14.3,0.5,0.3,26,8,3,3
Fox,0,396,0,10993,8,16.6,0.5,0.4,59,39,13,14
Marth,0,428,0,6918,5.5,18.1,0.5,0.3,26,29,3,4
Falco,0,468,0,6341,5,12.5,0.2,0.4,15,13,4,1
Falco,1,449,1,9815,4,22.8,0.4,0.6,38,11,7,3
Fox,0,414,0,10721,8,19,0.3,0.4,21,32,10,8
Fox,0,536,1,5178,2,33.8,0.8,0.9,39,24,17,5
Falco,3,200,0,3135,0,13.8,0.6,0.3,0,0,0,0
Fox,1,540,0,8612,5,33.6,0.6,0.7,46,11,7,6
Fox,1,409,0,10137,8.5,14.8,0.5,0.5,109,15,7,6
Marth,2,124,0,4095,2,5,0,0,0,0,1,0
Falco,1,361,1,9881,5.8,20.4,0.8,0.6,67,11,4,8
Fox,1,477,1,7341,3.3,21.2,0.3,0.8,36,5,6,5
Falco,0,512,0,10809,6.3,15.8,0.5,0.5,22,22,11,3
Fox,2,102,0,3635,0,,0,,0,0,0,0
Marth,0,501,0,9712,11,15.5,0.7,0.5,67,37,8,17
Marth,2,363,0,9440,7,20.4,0.6,0.6,48,9,5,15
Fox,3,491,0,6923,11,13.7,0.3,0.5,41,15,0,2
Fox,2,379,0,6798,6,13.5,0.3,0.3,39,14,2,6
Falco,1,533,1,6486,2.5,36.5,0.7,0.8,19,9,6,2
Fox,0,501,1,11680,5,19.3,0.5,0.5,79,27,3,12
Fox,3,634,1,9279,3.8,27,0.8,0.6,51,27,3,11
Falco,1,348,1,12235,6,19.5,0.4,0.6,26,9,4,4
Fox,0,381,0,10832,17,14.6,0.4,0.6,52,56,15,9
Falco,1,466,1,6314,3.5,29.2,0.8,0.7,27,10,7,0
Marth,0,348,1,8236,4,22.6,0.6,0.5,28,8,9,11
Marth,2,404,0,10278,5.7,26.4,0.4,0.5,51,13,10,12
Fox,2,457,1,6669,3.8,19.6,0.4,0.6,36,9,4,6
Fox,2,112,0,5611,2,11,0.1,0.5,0,0,3,0
Marth,2,337,1,6710,3.5,28.6,0.5,0.7,21,14,5,7
Falco,0,502,0,10240,6.5,19.4,0.6,0.5,27,17,8,4
Fox,0,606,0,2886,8,29.4,1,0.9,11,26,3,1
Falco,2,417,1,11188,6,19.3,0.7,0.5,43,12,2,2
Marth,0,423,0,11704,5.7,31.1,0.5,0.6,30,17,14,12
Falco,2,464,1,11319,5.8,18.6,0.6,0.5,8,17,9,4
Marth,0,447,1,8198,4.3,18.4,0.5,0.6,41,17,9,9
Fox,1,555,1,9372,5.8,17.8,0.6,0.6,39,33,6,5
Falco,2,464,1,10804,5,20.1,0.6,0.6,21,8,3,1
Fox,0,459,0,12266,6,25.3,0.5,0.7,79,16,1,12
Marth,2,429,1,6256,3.5,20.7,0.5,0.5,15,5,5,4
Marth,1,524,0,8247,6,20.8,0.5,0.6,39,26,7,4
Marth,2,274,0,6876,6,13.7,0.5,0.3,13,13,5,3
Marth,0,470,0,9903,8.5,18.6,0.4,0.4,42,12,7,14
Fox,3,555,0,4856,0,14.1,0.5,0.4,5,7,3,0
Fox,0,524,1,9100,4.8,17.9,0.6,0.6,134,37,10,5
Marth,2,362,0,10913,5.7,16.4,0.4,0.4,19,8,5,15
Fox,2,398,0,2808,5,21.8,0.8,0.8,15,10,0,0
Fox,0,366,0,7851,7,15.4,0.4,0.4,56,22,4,6
Fox,2,556,0,9419,6.3,19.8,0.4,0.6,29,24,5,7
Falco,1,424,0,5823,9,25.8,0.5,0.8,10,7,2,2
Falco,1,516,1,8942,5,24.3,0.7,0.6,23,21,17,2
Marth,3,397,0,6761,5,22.6,0.5,0.4,45,11,2,1
Fox,2,455,1,12082,5,21.1,0.4,0.6,86,28,19,4
Marth,0,498,0,9012,5.3,23.1,0.5,0.8,27,21,4,17
Marth,1,360,0,4604,6,22.4,0.4,0.7,4,0,1,2
Falco,1,482,1,7395,3.8,22.1,0.7,0.5,38,12,8,1
Fox,1,505,1,9192,4.5,17.8,0.5,0.4,57,9,5,5
Fox,1,514,0,8113,4.3,24.2,0.5,0.5,62,18,3,4
Fox,3,450,0,5395,9,18.1,0.4,0.2,8,8,1,4
Marth,1,303,1,9490,4,19.2,0.6,0.5,37,19,5,8
Falco,1,316,0,8432,11,13.9,0.5,0.4,0,0,1,0
Marth,1,441,1,6223,4,18.4,0.6,0.6,41,21,6,4
Fox,2,527,0,11024,7,19.9,0.5,0.5,51,39,7,10
Marth,0,461,0,9485,7.5,23.6,0.6,0.5,18,25,7,9
Marth,2,500,1,7843,4.3,17.6,0.4,0.4,55,19,12,5
Falco,0,387,0,6347,3.7,19.1,0.6,0.5,11,11,2,3
Fox,2,559,1,7153,4.3,19.6,0.7,0.6,38,22,14,6
Fox,1,468,0,9140,5,25.1,0.6,0.5,19,21,14,1
Fox,0,632,1,5668,2.8,37.5,0.9,0.6,38,51,8,3
Fox,0,446,1,9598,5,19.3,0.6,0.5,31,20,10,14
Fox,2,431,0,8075,11,16,0.2,0.4,12,3,1,2
Marth,0,357,1,4011,2,44.5,1,0.8,7,9,1,8
Fox,0,434,0,9944,6,18.8,0.4,0.7,89,11,6,16
Falco,1,402,1,12378,6,25.2,0.6,0.8,22,28,7,9
Fox,0,734,1,6125,2.3,43.5,0.7,0.8,21,19,6,1
Fox,0,377,0,8516,14,14.5,0.5,0.5,46,9,9,10
Falco,0,475,1,11060,5.3,23,0.6,0.6,20,10,10,2
Marth,0,434,0,8197,5,18.5,0.5,0.4,32,34,6,8
Falco,1,433,1,7826,4.8,19.2,0.6,0.5,33,5,4,1
Falco,1,517,1,9211,6.3,20.1,0.7,0.6,10,13,6,1
Marth,0,434,0,8272,15,12.5,0.5,0.3,22,18,8,3
Fox,0,461,0,9513,9.5,16,0.4,0.4,58,19,8,9
Falco,0,597,0,5603,17,14.5,0.8,0.4,26,19,0,3
Fox,3,491,0,8367,5.3,22.1,0.6,0.6,11,3,4,4
Falco,1,392,1,9021,4.3,25.3,0.5,0.8,19,10,10,3
Fox,1,489,0,11846,10.5,15.9,0.4,0.4,44,42,16,9
Fox,2,412,1,8841,4.3,16.1,0.4,0.4,32,18,7,4
Falco,2,598,1,5002,2.8,32,0.5,0.7,5,3,6,2
Marth,0,338,0,7981,9,18.4,0.4,0.6,51,15,11,10
Fox,0,470,1,12531,6.3,15.8,0.5,0.6,71,18,11,17
Fox,0,125,0,191486,0,0,0.8,0.2,757,204,37,21
Marth,0,368,1,12166,7.3,16,0.5,0.4,51,14,2,18
Falco,0,370,0,6953,0,11,0.1,0.3,8,5,3,2
Falco,0,532,0,5507,11,18.2,0.6,0.6,7,9,1,0
Falco,2,464,0,7630,6,21,0.5,0.4,31,8,4,1
Fox,2,479,0,9480,11,17.2,0.4,0.5,56,16,5,3
Marth,0,512,0,11774,5.7,23.8,0.4,0.5,50,24,15,18
Falco,0,475,1,6877,3.3,32.5,0.7,0.6,42,21,8,4
Fox,1,507,1,10449,5.8,18.8,0.7,0.5,69,34,9,9
Fox,2,504,1,7580,4.3,18.4,0.5,0.4,29,25,5,13
Fox,1,540,1,3863,1.8,49.2,0.8,1,49,8,5,0
Fox,1,105,0,2864,0,6.7,0.1,0,0,0,0,0
Fox,1,448,1,8078,3.3,21.5,0.4,0.6,57,22,14,7
Fox,1,502,1,10095,3.5,35.3,0.4,0.9,33,26,7,7
Fox,0,573,1,9957,4.3,25.7,0.6,0.6,47,20,10,10
Fox,0,613,0,8913,5.7,19.8,0.5,0.5,29,30,1,4
Fox,2,530,0,4938,3.3,24,0.5,0.6,26,14,11,7
Falco,1,498,0,10973,11.5,13.9,0.5,0.3,26,16,12,9
Fox,0,462,1,9582,4.8,18.3,0.6,0.4,50,14,9,7
Fox,1,473,0,11699,8,22.9,0.6,0.6,89,28,17,9
Fox,2,550,0,6641,7.5,14.3,0.6,0.5,34,14,3,2
Falco,0,428,0,5189,3,39.2,0.9,0.7,12,5,6,12
Falco,2,475,1,9088,5.8,19.7,0.7,0.5,59,9,3,2
Marth,1,373,1,14283,6,19.6,0.4,0.5,3,8,7,8
Fox,3,527,1,10407,5.3,20,0.7,0.6,196,9,1,10
Falco,2,458,0,10157,5.7,17.8,0.3,0.5,29,14,9,2
Fox,2,519,0,8772,9,16.6,0.4,0.4,27,21,2,4
Falco,0,526,1,7799,4.5,24.5,0.5,0.6,42,4,7,4
Fox,0,363,0,6003,7,16.9,0.2,0.6,19,8,2,12
Falco,0,421,0,10681,10,15,0.4,0.4,37,5,12,5
Fox,3,569,0,5412,9,17.3,0.5,0.7,19,5,0,4
Jigglypuff,2,639,1,6233,4,22.6,0.6,0.6,7,22,3,12
Marth,0,269,1,12908,6.8,13.8,0.9,0.4,35,61,6,13
Falco,1,404,0,7870,6.5,20,0.7,0.8,19,15,5,6
Fox,2,381,0,12246,8.5,21.2,0.3,0.6,72,41,4,7
Fox,0,401,0,10057,10,15,0.2,0.6,15,20,9,11
Fox,0,545,0,10258,7,18.4,0.7,0.7,28,14,9,4
Falco,3,560,0,13839,13,13.1,0.6,0.3,48,30,4,1
Falco,1,291,0,6470,5.5,13.8,0.6,0.3,3,4,3,1
Fox,0,400,1,10148,4.8,25.5,0.5,0.7,25,27,6,10
Marth,0,397,1,9411,4.3,27.1,0.5,0.6,37,34,6,9
Marth,0,490,1,13230,5.3,22.4,0.5,0.5,68,42,7,13
Falco,0,523,0,9819,9,19.5,0.4,0.4,34,3,4,0
Fox,1,554,0,8630,4.7,22.7,0.4,0.4,25,19,10,3
Marth,2,324,1,12277,5.8,22.6,0.4,0.7,60,29,7,17
Marth,0,472,1,7527,3.5,22.3,0.5,0.6,31,22,5,13
Marth,3,349,0,7291,5.5,15.8,0.4,0.5,51,22,1,9
Falco,1,452,0,7053,10,15.9,0.5,0.6,25,10,4,3
Falco,0,458,1,10958,6.5,19.7,0.7,0.4,17,21,9,7
Falco,0,512,1,7371,3.3,27.7,0.4,0.8,30,21,4,2
Fox,2,586,0,9166,5.7,20.2,0.6,0.6,44,46,1,14
Falco,0,448,0,6419,11,19.3,0.5,0.5,23,3,6,1
Fox,3,484,1,9405,4.5,22.2,0.6,0.7,88,13,7,11
Marth,0,450,0,6888,5,18.3,0.5,0.4,8,22,12,10
Fox,0,656,1,6386,4.3,26.4,0.7,0.7,82,14,1,8
Marth,0,418,1,8672,4.3,28.5,0.5,0.7,26,18,13,13
Fox,1,121,0,3738,0,,0,,0,0,0,0
Fox,2,573,1,8203,5.5,18.5,0.5,0.5,43,13,2,8
Fox,0,547,1,10726,5.3,21.6,0.7,0.6,72,27,5,22
Jigglypuff,0,335,0,15993,9.7,15.4,0.4,0.4,0,2,15,22
Falco,0,437,0,8235,4,22.4,0.4,0.8,28,13,2,1
Falco,2,479,0,6133,5,19.7,0.2,0.6,19,9,1,1
Fox,1,507,1,9279,4,24.6,0.5,0.8,32,39,9,10
Marth,1,475,1,9574,4.3,25.1,0.3,0.5,42,25,5,7
Marth,1,628,1,6439,3.3,24.9,0.6,0.7,47,30,6,5
Falco,1,419,0,7103,5.5,22.5,0.5,0.5,21,7,2,2
Marth,2,438,0,9731,8.3,15.9,0.6,0.4,22,24,10,8
Falco,1,363,0,10020,9.5,17.5,0.5,0.4,16,12,5,2
Falco,0,443,0,8439,18,14.5,0.5,0.6,11,25,4,4
Fox,0,646,1,12216,5.5,25,0.5,0.5,92,30,11,4
Fox,0,511,1,8153,3.8,26.9,0.6,0.7,85,21,7,6
Marth,0,455,1,10950,5.8,19.8,0.5,0.5,42,9,7,10
Fox,1,486,0,11589,6,14,0.5,0.3,79,29,12,8
Fox,0,363,0,13290,6.3,22.8,0.6,0.5,34,41,15,7
Fox,2,456,1,9722,4.3,24.4,0.4,0.8,42,20,7,11
Falco,2,410,0,6322,9,14.5,0.4,0.2,9,2,7,1
Fox,0,441,0,7110,0.3,45.8,0.3,0,4,30,14,3
Fox,0,494,1,7988,3.8,28.1,0.7,0.8,44,16,5,7
Falco,2,453,1,9641,6.5,19.5,0.8,0.5,30,8,8,4
Falco,2,502,1,9432,4.5,20.7,0.5,0.6,17,14,5,2
Falco,0,465,1,9764,6.5,17.2,0.7,0.5,35,22,4,6
Marth,0,399,1,10029,3.8,23.9,0.4,0.5,48,23,6,15
Falco,2,522,1,10054,5,22,0.6,0.7,7,61,6,2
Marth,3,338,0,14220,10,18.5,0.4,0.6,27,26,9,10
Marth,0,483,1,7387,4,33.4,0.9,0.7,39,15,7,12
Fox,0,582,0,13966,6.7,17.5,0.4,0.8,98,55,21,20
Falco,0,591,1,5142,2.5,31.5,0.7,0.8,17,24,4,0
